PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen,PurchaseOrderLineID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,Right_LastEditedBy,Right_LastEditedWhen
1162,7,12/3/2020,2,2,12/23/2020,BC0280982,1,,,14,12/4/2020 7:00,4571,193,1253,Black and orange glass with care despatch tape 48mmx75m,1253,7,38.4,12/4/2020,1,14,12/4/2020 7:00
1162,7,12/3/2020,2,2,12/23/2020,BC0280982,1,,,14,12/4/2020 7:00,4572,204,1509,Tape dispenser (Red),1509,7,170.0,12/4/2020,1,14,12/4/2020 7:00
1163,4,12/4/2020,7,2,12/24/2020,293092,1,,,7,12/5/2020 7:00,4573,77,1871,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1871,6,84.0,12/5/2020,1,7,12/5/2020 7:00
1163,4,12/4/2020,7,2,12/24/2020,293092,1,,,7,12/5/2020 7:00,4574,78,1886,"""The Gu"" red shirt XML tag t-shirt (White) XS",1886,6,84.0,12/5/2020,1,7,12/5/2020 7:00
1163,4,12/4/2020,7,2,12/24/2020,293092,1,,,7,12/5/2020 7:00,4575,80,865,"""The Gu"" red shirt XML tag t-shirt (White) M",865,6,84.0,12/5/2020,1,7,12/5/2020 7:00
1163,4,12/4/2020,7,2,12/24/2020,293092,1,,,7,12/5/2020 7:00,4576,86,1821,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1821,6,96.0,12/5/2020,1,7,12/5/2020 7:00
1163,4,12/4/2020,7,2,12/24/2020,293092,1,,,7,12/5/2020 7:00,4577,95,984,"""The Gu"" red shirt XML tag t-shirt (Black) XL",984,6,90.0,12/5/2020,1,7,12/5/2020 7:00
1163,4,12/4/2020,7,2,12/24/2020,293092,1,,,7,12/5/2020 7:00,4578,98,1911,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1911,6,96.0,12/5/2020,1,7,12/5/2020 7:00
1164,7,12/4/2020,2,2,12/24/2020,BC0280982,1,,,7,12/5/2020 7:00,4579,184,437,Shipping carton (Brown) 305x305x305mm,437,7,47.5,12/5/2020,1,7,12/5/2020 7:00
1164,7,12/4/2020,2,2,12/24/2020,BC0280982,1,,,7,12/5/2020 7:00,4580,193,1251,Black and orange glass with care despatch tape 48mmx75m,1251,7,38.4,12/5/2020,1,7,12/5/2020 7:00
1164,7,12/4/2020,2,2,12/24/2020,BC0280982,1,,,7,12/5/2020 7:00,4581,204,1507,Tape dispenser (Red),1507,7,170.0,12/5/2020,1,7,12/5/2020 7:00
1165,4,12/5/2020,7,2,12/25/2020,293092,1,,,12,12/8/2020 7:00,4582,77,1869,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1869,6,84.0,12/8/2020,1,12,12/8/2020 7:00
1165,4,12/5/2020,7,2,12/25/2020,293092,1,,,12,12/8/2020 7:00,4583,78,1890,"""The Gu"" red shirt XML tag t-shirt (White) XS",1890,6,84.0,12/8/2020,1,12,12/8/2020 7:00
1165,4,12/5/2020,7,2,12/25/2020,293092,1,,,12,12/8/2020 7:00,4584,80,869,"""The Gu"" red shirt XML tag t-shirt (White) M",869,6,84.0,12/8/2020,1,12,12/8/2020 7:00
1165,4,12/5/2020,7,2,12/25/2020,293092,1,,,12,12/8/2020 7:00,4585,86,1820,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1820,6,96.0,12/8/2020,1,12,12/8/2020 7:00
1165,4,12/5/2020,7,2,12/25/2020,293092,1,,,12,12/8/2020 7:00,4586,95,981,"""The Gu"" red shirt XML tag t-shirt (Black) XL",981,6,90.0,12/8/2020,1,12,12/8/2020 7:00
1165,4,12/5/2020,7,2,12/25/2020,293092,1,,,12,12/8/2020 7:00,4587,98,1917,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1917,6,96.0,12/8/2020,1,12,12/8/2020 7:00
1166,7,12/5/2020,2,2,12/25/2020,BC0280982,1,,,12,12/8/2020 7:00,4588,184,434,Shipping carton (Brown) 305x305x305mm,434,7,47.5,12/8/2020,1,12,12/8/2020 7:00
1166,7,12/5/2020,2,2,12/25/2020,BC0280982,1,,,12,12/8/2020 7:00,4589,193,1251,Black and orange glass with care despatch tape 48mmx75m,1251,7,38.4,12/8/2020,1,12,12/8/2020 7:00
1166,7,12/5/2020,2,2,12/25/2020,BC0280982,1,,,12,12/8/2020 7:00,4590,204,1512,Tape dispenser (Red),1512,7,170.0,12/8/2020,1,12,12/8/2020 7:00
1167,4,12/6/2020,7,2,12/13/2020,293092,1,,,12,12/8/2020 7:00,4591,80,4,"""The Gu"" red shirt XML tag t-shirt (White) M",4,6,84.0,12/8/2020,1,12,12/8/2020 7:00
1167,4,12/6/2020,7,2,12/13/2020,293092,1,,,12,12/8/2020 7:00,4592,95,10,"""The Gu"" red shirt XML tag t-shirt (Black) XL",10,6,90.0,12/8/2020,1,12,12/8/2020 7:00
1167,4,12/6/2020,7,2,12/13/2020,293092,1,,,12,12/8/2020 7:00,4593,98,10,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",10,6,96.0,12/8/2020,1,12,12/8/2020 7:00
1168,4,12/8/2020,7,2,12/28/2020,293092,1,,,2,12/9/2020 7:00,4594,77,1876,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1876,6,84.0,12/9/2020,1,2,12/9/2020 7:00
1168,4,12/8/2020,7,2,12/28/2020,293092,1,,,2,12/9/2020 7:00,4595,78,1887,"""The Gu"" red shirt XML tag t-shirt (White) XS",1887,6,84.0,12/9/2020,1,2,12/9/2020 7:00
1168,4,12/8/2020,7,2,12/28/2020,293092,1,,,2,12/9/2020 7:00,4596,80,874,"""The Gu"" red shirt XML tag t-shirt (White) M",874,6,84.0,12/9/2020,1,2,12/9/2020 7:00
1168,4,12/8/2020,7,2,12/28/2020,293092,1,,,2,12/9/2020 7:00,4597,86,1824,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1824,6,96.0,12/9/2020,1,2,12/9/2020 7:00
1168,4,12/8/2020,7,2,12/28/2020,293092,1,,,2,12/9/2020 7:00,4598,95,989,"""The Gu"" red shirt XML tag t-shirt (Black) XL",989,6,90.0,12/9/2020,1,2,12/9/2020 7:00
1168,4,12/8/2020,7,2,12/28/2020,293092,1,,,2,12/9/2020 7:00,4599,98,1947,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1947,6,96.0,12/9/2020,1,2,12/9/2020 7:00
1169,7,12/8/2020,2,2,12/28/2020,BC0280982,1,,,2,12/9/2020 7:00,4600,184,434,Shipping carton (Brown) 305x305x305mm,434,7,47.5,12/9/2020,1,2,12/9/2020 7:00
1169,7,12/8/2020,2,2,12/28/2020,BC0280982,1,,,2,12/9/2020 7:00,4601,193,1249,Black and orange glass with care despatch tape 48mmx75m,1249,7,38.4,12/9/2020,1,2,12/9/2020 7:00
1169,7,12/8/2020,2,2,12/28/2020,BC0280982,1,,,2,12/9/2020 7:00,4602,204,1530,Tape dispenser (Red),1530,7,170.0,12/9/2020,1,2,12/9/2020 7:00
1170,4,12/9/2020,7,2,12/29/2020,293092,1,,,18,12/10/2020 7:00,4603,77,1889,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1889,6,84.0,12/10/2020,1,18,12/10/2020 7:00
1170,4,12/9/2020,7,2,12/29/2020,293092,1,,,18,12/10/2020 7:00,4604,78,1886,"""The Gu"" red shirt XML tag t-shirt (White) XS",1886,6,84.0,12/10/2020,1,18,12/10/2020 7:00
1170,4,12/9/2020,7,2,12/29/2020,293092,1,,,18,12/10/2020 7:00,4605,80,879,"""The Gu"" red shirt XML tag t-shirt (White) M",879,6,84.0,12/10/2020,1,18,12/10/2020 7:00
1170,4,12/9/2020,7,2,12/29/2020,293092,1,,,18,12/10/2020 7:00,4606,86,1841,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1841,6,96.0,12/10/2020,1,18,12/10/2020 7:00
1170,4,12/9/2020,7,2,12/29/2020,293092,1,,,18,12/10/2020 7:00,4607,95,994,"""The Gu"" red shirt XML tag t-shirt (Black) XL",994,6,90.0,12/10/2020,1,18,12/10/2020 7:00
1170,4,12/9/2020,7,2,12/29/2020,293092,1,,,18,12/10/2020 7:00,4608,98,1945,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1945,6,96.0,12/10/2020,1,18,12/10/2020 7:00
1171,7,12/9/2020,2,2,12/29/2020,BC0280982,1,,,18,12/10/2020 7:00,4609,184,431,Shipping carton (Brown) 305x305x305mm,431,7,47.5,12/10/2020,1,18,12/10/2020 7:00
1171,7,12/9/2020,2,2,12/29/2020,BC0280982,1,,,18,12/10/2020 7:00,4610,193,1256,Black and orange glass with care despatch tape 48mmx75m,1256,7,38.4,12/10/2020,1,18,12/10/2020 7:00
1171,7,12/9/2020,2,2,12/29/2020,BC0280982,1,,,18,12/10/2020 7:00,4611,204,1542,Tape dispenser (Red),1542,7,170.0,12/10/2020,1,18,12/10/2020 7:00
1172,4,12/10/2020,7,2,12/30/2020,293092,1,,,3,12/11/2020 7:00,4612,77,1887,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1887,6,84.0,12/11/2020,1,3,12/11/2020 7:00
1172,4,12/10/2020,7,2,12/30/2020,293092,1,,,3,12/11/2020 7:00,4613,78,1892,"""The Gu"" red shirt XML tag t-shirt (White) XS",1892,6,84.0,12/11/2020,1,3,12/11/2020 7:00
1172,4,12/10/2020,7,2,12/30/2020,293092,1,,,3,12/11/2020 7:00,4614,80,875,"""The Gu"" red shirt XML tag t-shirt (White) M",875,6,84.0,12/11/2020,1,3,12/11/2020 7:00
1172,4,12/10/2020,7,2,12/30/2020,293092,1,,,3,12/11/2020 7:00,4615,86,1851,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1851,6,96.0,12/11/2020,1,3,12/11/2020 7:00
1172,4,12/10/2020,7,2,12/30/2020,293092,1,,,3,12/11/2020 7:00,4616,95,993,"""The Gu"" red shirt XML tag t-shirt (Black) XL",993,6,90.0,12/11/2020,1,3,12/11/2020 7:00
1172,4,12/10/2020,7,2,12/30/2020,293092,1,,,3,12/11/2020 7:00,4617,98,1952,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1952,6,96.0,12/11/2020,1,3,12/11/2020 7:00
1173,7,12/10/2020,2,2,12/30/2020,BC0280982,1,,,3,12/11/2020 7:00,4618,184,433,Shipping carton (Brown) 305x305x305mm,433,7,47.5,12/11/2020,1,3,12/11/2020 7:00
1173,7,12/10/2020,2,2,12/30/2020,BC0280982,1,,,3,12/11/2020 7:00,4619,193,1260,Black and orange glass with care despatch tape 48mmx75m,1260,7,38.4,12/11/2020,1,3,12/11/2020 7:00
1173,7,12/10/2020,2,2,12/30/2020,BC0280982,1,,,3,12/11/2020 7:00,4620,204,1543,Tape dispenser (Red),1543,7,170.0,12/11/2020,1,3,12/11/2020 7:00
1174,4,12/11/2020,7,2,12/31/2020,293092,1,,,16,12/12/2020 7:00,4621,77,1888,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1888,6,84.0,12/12/2020,1,16,12/12/2020 7:00
1174,4,12/11/2020,7,2,12/31/2020,293092,1,,,16,12/12/2020 7:00,4622,78,1890,"""The Gu"" red shirt XML tag t-shirt (White) XS",1890,6,84.0,12/12/2020,1,16,12/12/2020 7:00
1174,4,12/11/2020,7,2,12/31/2020,293092,1,,,16,12/12/2020 7:00,4623,80,875,"""The Gu"" red shirt XML tag t-shirt (White) M",875,6,84.0,12/12/2020,1,16,12/12/2020 7:00
1174,4,12/11/2020,7,2,12/31/2020,293092,1,,,16,12/12/2020 7:00,4624,86,1849,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1849,6,96.0,12/12/2020,1,16,12/12/2020 7:00
1174,4,12/11/2020,7,2,12/31/2020,293092,1,,,16,12/12/2020 7:00,4625,95,989,"""The Gu"" red shirt XML tag t-shirt (Black) XL",989,6,90.0,12/12/2020,1,16,12/12/2020 7:00
1174,4,12/11/2020,7,2,12/31/2020,293092,1,,,16,12/12/2020 7:00,4626,98,1950,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1950,6,96.0,12/12/2020,1,16,12/12/2020 7:00
1175,7,12/11/2020,2,2,12/31/2020,BC0280982,1,,,16,12/12/2020 7:00,4627,184,430,Shipping carton (Brown) 305x305x305mm,430,7,47.5,12/12/2020,1,16,12/12/2020 7:00
1175,7,12/11/2020,2,2,12/31/2020,BC0280982,1,,,16,12/12/2020 7:00,4628,193,1258,Black and orange glass with care despatch tape 48mmx75m,1258,7,38.4,12/12/2020,1,16,12/12/2020 7:00
1175,7,12/11/2020,2,2,12/31/2020,BC0280982,1,,,16,12/12/2020 7:00,4629,204,1558,Tape dispenser (Red),1558,7,170.0,12/12/2020,1,16,12/12/2020 7:00
1176,4,12/12/2020,7,2,1/1/2021,293092,1,,,4,12/15/2020 7:00,4630,77,1889,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1889,6,84.0,12/15/2020,1,4,12/15/2020 7:00
1176,4,12/12/2020,7,2,1/1/2021,293092,1,,,4,12/15/2020 7:00,4631,78,1896,"""The Gu"" red shirt XML tag t-shirt (White) XS",1896,6,84.0,12/15/2020,1,4,12/15/2020 7:00
1176,4,12/12/2020,7,2,1/1/2021,293092,1,,,4,12/15/2020 7:00,4632,80,871,"""The Gu"" red shirt XML tag t-shirt (White) M",871,6,84.0,12/15/2020,1,4,12/15/2020 7:00
1176,4,12/12/2020,7,2,1/1/2021,293092,1,,,4,12/15/2020 7:00,4633,86,1854,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1854,6,96.0,12/15/2020,1,4,12/15/2020 7:00
1176,4,12/12/2020,7,2,1/1/2021,293092,1,,,4,12/15/2020 7:00,4634,95,988,"""The Gu"" red shirt XML tag t-shirt (Black) XL",988,6,90.0,12/15/2020,1,4,12/15/2020 7:00
1176,4,12/12/2020,7,2,1/1/2021,293092,1,,,4,12/15/2020 7:00,4635,98,1948,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1948,6,96.0,12/15/2020,1,4,12/15/2020 7:00
1177,7,12/12/2020,2,2,1/1/2021,BC0280982,1,,,4,12/15/2020 7:00,4636,184,430,Shipping carton (Brown) 305x305x305mm,430,7,47.5,12/15/2020,1,4,12/15/2020 7:00
1177,7,12/12/2020,2,2,1/1/2021,BC0280982,1,,,4,12/15/2020 7:00,4637,193,1256,Black and orange glass with care despatch tape 48mmx75m,1256,7,38.4,12/15/2020,1,4,12/15/2020 7:00
1177,7,12/12/2020,2,2,1/1/2021,BC0280982,1,,,4,12/15/2020 7:00,4638,204,1563,Tape dispenser (Red),1563,7,170.0,12/15/2020,1,4,12/15/2020 7:00
1178,4,12/13/2020,7,2,1/2/2021,293092,1,,,4,12/15/2020 7:00,4639,77,7,"""The Gu"" red shirt XML tag t-shirt (White) XXS",7,6,84.0,12/15/2020,1,4,12/15/2020 7:00
1178,4,12/13/2020,7,2,1/2/2021,293092,1,,,4,12/15/2020 7:00,4640,78,4,"""The Gu"" red shirt XML tag t-shirt (White) XS",4,6,84.0,12/15/2020,1,4,12/15/2020 7:00
1178,4,12/13/2020,7,2,1/2/2021,293092,1,,,4,12/15/2020 7:00,4641,95,6,"""The Gu"" red shirt XML tag t-shirt (Black) XL",6,6,90.0,12/15/2020,1,4,12/15/2020 7:00
1179,7,12/13/2020,2,2,1/2/2021,BC0280982,1,,,4,12/15/2020 7:00,4642,204,8,Tape dispenser (Red),8,7,170.0,12/15/2020,1,4,12/15/2020 7:00
1180,4,12/15/2020,7,2,1/4/2021,293092,1,,,2,12/16/2020 7:00,4643,77,1894,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1894,6,84.0,12/16/2020,1,2,12/16/2020 7:00
1180,4,12/15/2020,7,2,1/4/2021,293092,1,,,2,12/16/2020 7:00,4644,78,1902,"""The Gu"" red shirt XML tag t-shirt (White) XS",1902,6,84.0,12/16/2020,1,2,12/16/2020 7:00
1180,4,12/15/2020,7,2,1/4/2021,293092,1,,,2,12/16/2020 7:00,4645,80,881,"""The Gu"" red shirt XML tag t-shirt (White) M",881,6,84.0,12/16/2020,1,2,12/16/2020 7:00
1180,4,12/15/2020,7,2,1/4/2021,293092,1,,,2,12/16/2020 7:00,4646,86,1860,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1860,6,96.0,12/16/2020,1,2,12/16/2020 7:00
1180,4,12/15/2020,7,2,1/4/2021,293092,1,,,2,12/16/2020 7:00,4647,95,1007,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1007,6,90.0,12/16/2020,1,2,12/16/2020 7:00
1180,4,12/15/2020,7,2,1/4/2021,293092,1,,,2,12/16/2020 7:00,4648,98,1944,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1944,6,96.0,12/16/2020,1,2,12/16/2020 7:00
1181,7,12/15/2020,2,2,1/4/2021,BC0280982,1,,,2,12/16/2020 7:00,4649,184,434,Shipping carton (Brown) 305x305x305mm,434,7,47.5,12/16/2020,1,2,12/16/2020 7:00
1181,7,12/15/2020,2,2,1/4/2021,BC0280982,1,,,2,12/16/2020 7:00,4650,193,1260,Black and orange glass with care despatch tape 48mmx75m,1260,7,38.4,12/16/2020,1,2,12/16/2020 7:00
1181,7,12/15/2020,2,2,1/4/2021,BC0280982,1,,,2,12/16/2020 7:00,4651,204,1585,Tape dispenser (Red),1585,7,170.0,12/16/2020,1,2,12/16/2020 7:00
1182,4,12/16/2020,7,2,1/5/2021,293092,1,,,4,12/17/2020 7:00,4652,77,1893,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1893,6,84.0,12/17/2020,1,4,12/17/2020 7:00
1182,4,12/16/2020,7,2,1/5/2021,293092,1,,,4,12/17/2020 7:00,4653,78,1900,"""The Gu"" red shirt XML tag t-shirt (White) XS",1900,6,84.0,12/17/2020,1,4,12/17/2020 7:00
1182,4,12/16/2020,7,2,1/5/2021,293092,1,,,4,12/17/2020 7:00,4654,80,877,"""The Gu"" red shirt XML tag t-shirt (White) M",877,6,84.0,12/17/2020,1,4,12/17/2020 7:00
1182,4,12/16/2020,7,2,1/5/2021,293092,1,,,4,12/17/2020 7:00,4655,86,1868,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1868,6,96.0,12/17/2020,1,4,12/17/2020 7:00
1182,4,12/16/2020,7,2,1/5/2021,293092,1,,,4,12/17/2020 7:00,4656,95,1003,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1003,6,90.0,12/17/2020,1,4,12/17/2020 7:00
1182,4,12/16/2020,7,2,1/5/2021,293092,1,,,4,12/17/2020 7:00,4657,98,1947,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1947,6,96.0,12/17/2020,1,4,12/17/2020 7:00
1183,7,12/16/2020,2,2,1/5/2021,BC0280982,1,,,4,12/17/2020 7:00,4658,184,431,Shipping carton (Brown) 305x305x305mm,431,7,47.5,12/17/2020,1,4,12/17/2020 7:00
1183,7,12/16/2020,2,2,1/5/2021,BC0280982,1,,,4,12/17/2020 7:00,4659,193,1274,Black and orange glass with care despatch tape 48mmx75m,1274,7,38.4,12/17/2020,1,4,12/17/2020 7:00
1183,7,12/16/2020,2,2,1/5/2021,BC0280982,1,,,4,12/17/2020 7:00,4660,204,1583,Tape dispenser (Red),1583,7,170.0,12/17/2020,1,4,12/17/2020 7:00
1184,4,12/17/2020,7,2,1/6/2021,293092,1,,,12,12/18/2020 7:00,4661,77,1891,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1891,6,84.0,12/18/2020,1,12,12/18/2020 7:00
1184,4,12/17/2020,7,2,1/6/2021,293092,1,,,12,12/18/2020 7:00,4662,78,1920,"""The Gu"" red shirt XML tag t-shirt (White) XS",1920,6,84.0,12/18/2020,1,12,12/18/2020 7:00
1184,4,12/17/2020,7,2,1/6/2021,293092,1,,,12,12/18/2020 7:00,4663,80,881,"""The Gu"" red shirt XML tag t-shirt (White) M",881,6,84.0,12/18/2020,1,12,12/18/2020 7:00
1184,4,12/17/2020,7,2,1/6/2021,293092,1,,,12,12/18/2020 7:00,4664,86,1883,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1883,6,96.0,12/18/2020,1,12,12/18/2020 7:00
1184,4,12/17/2020,7,2,1/6/2021,293092,1,,,12,12/18/2020 7:00,4665,95,1002,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1002,6,90.0,12/18/2020,1,12,12/18/2020 7:00
1184,4,12/17/2020,7,2,1/6/2021,293092,1,,,12,12/18/2020 7:00,4666,98,1946,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1946,6,96.0,12/18/2020,1,12,12/18/2020 7:00
1185,7,12/17/2020,2,2,1/6/2021,BC0280982,1,,,12,12/18/2020 7:00,4667,184,428,Shipping carton (Brown) 305x305x305mm,428,7,47.5,12/18/2020,1,12,12/18/2020 7:00
1185,7,12/17/2020,2,2,1/6/2021,BC0280982,1,,,12,12/18/2020 7:00,4668,193,1286,Black and orange glass with care despatch tape 48mmx75m,1286,7,38.4,12/18/2020,1,12,12/18/2020 7:00
1185,7,12/17/2020,2,2,1/6/2021,BC0280982,1,,,12,12/18/2020 7:00,4669,204,1595,Tape dispenser (Red),1595,7,170.0,12/18/2020,1,12,12/18/2020 7:00
1186,4,12/18/2020,7,2,1/7/2021,293092,1,,,2,12/19/2020 7:00,4670,77,1899,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1899,6,84.0,12/19/2020,1,2,12/19/2020 7:00
1186,4,12/18/2020,7,2,1/7/2021,293092,1,,,2,12/19/2020 7:00,4671,78,1927,"""The Gu"" red shirt XML tag t-shirt (White) XS",1927,6,84.0,12/19/2020,1,2,12/19/2020 7:00
1186,4,12/18/2020,7,2,1/7/2021,293092,1,,,2,12/19/2020 7:00,4672,80,891,"""The Gu"" red shirt XML tag t-shirt (White) M",891,6,84.0,12/19/2020,1,2,12/19/2020 7:00
1186,4,12/18/2020,7,2,1/7/2021,293092,1,,,2,12/19/2020 7:00,4673,86,1899,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1899,6,96.0,12/19/2020,1,2,12/19/2020 7:00
1186,4,12/18/2020,7,2,1/7/2021,293092,1,,,2,12/19/2020 7:00,4674,95,1008,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1008,6,90.0,12/19/2020,1,2,12/19/2020 7:00
1186,4,12/18/2020,7,2,1/7/2021,293092,1,,,2,12/19/2020 7:00,4675,98,1949,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1949,6,96.0,12/19/2020,1,2,12/19/2020 7:00
1187,7,12/18/2020,2,2,1/7/2021,BC0280982,1,,,2,12/19/2020 7:00,4676,184,442,Shipping carton (Brown) 305x305x305mm,442,7,47.5,12/19/2020,1,2,12/19/2020 7:00
1187,7,12/18/2020,2,2,1/7/2021,BC0280982,1,,,2,12/19/2020 7:00,4677,193,1287,Black and orange glass with care despatch tape 48mmx75m,1287,7,38.4,12/19/2020,1,2,12/19/2020 7:00
1187,7,12/18/2020,2,2,1/7/2021,BC0280982,1,,,2,12/19/2020 7:00,4678,204,1614,Tape dispenser (Red),1614,7,170.0,12/19/2020,1,2,12/19/2020 7:00
1188,4,12/19/2020,7,2,1/8/2021,293092,1,,,20,12/22/2020 7:00,4679,77,1902,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1902,6,84.0,12/22/2020,1,20,12/22/2020 7:00
1188,4,12/19/2020,7,2,1/8/2021,293092,1,,,20,12/22/2020 7:00,4680,78,1939,"""The Gu"" red shirt XML tag t-shirt (White) XS",1939,6,84.0,12/22/2020,1,20,12/22/2020 7:00
1188,4,12/19/2020,7,2,1/8/2021,293092,1,,,20,12/22/2020 7:00,4681,80,900,"""The Gu"" red shirt XML tag t-shirt (White) M",900,6,84.0,12/22/2020,1,20,12/22/2020 7:00
1188,4,12/19/2020,7,2,1/8/2021,293092,1,,,20,12/22/2020 7:00,4682,86,1910,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1910,6,96.0,12/22/2020,1,20,12/22/2020 7:00
1188,4,12/19/2020,7,2,1/8/2021,293092,1,,,20,12/22/2020 7:00,4683,95,1006,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1006,6,90.0,12/22/2020,1,20,12/22/2020 7:00
1188,4,12/19/2020,7,2,1/8/2021,293092,1,,,20,12/22/2020 7:00,4684,98,1950,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1950,6,96.0,12/22/2020,1,20,12/22/2020 7:00
1189,7,12/19/2020,2,2,1/8/2021,BC0280982,1,,,20,12/22/2020 7:00,4685,184,451,Shipping carton (Brown) 305x305x305mm,451,7,47.5,12/22/2020,1,20,12/22/2020 7:00
1189,7,12/19/2020,2,2,1/8/2021,BC0280982,1,,,20,12/22/2020 7:00,4686,193,1301,Black and orange glass with care despatch tape 48mmx75m,1301,7,38.4,12/22/2020,1,20,12/22/2020 7:00
1189,7,12/19/2020,2,2,1/8/2021,BC0280982,1,,,20,12/22/2020 7:00,4687,204,1614,Tape dispenser (Red),1614,7,170.0,12/22/2020,1,20,12/22/2020 7:00
1190,4,12/20/2020,7,2,1/9/2021,293092,1,,,20,12/22/2020 7:00,4688,77,5,"""The Gu"" red shirt XML tag t-shirt (White) XXS",5,6,84.0,12/22/2020,1,20,12/22/2020 7:00
1190,4,12/20/2020,7,2,1/9/2021,293092,1,,,20,12/22/2020 7:00,4689,78,1,"""The Gu"" red shirt XML tag t-shirt (White) XS",1,6,84.0,12/22/2020,1,20,12/22/2020 7:00
1190,4,12/20/2020,7,2,1/9/2021,293092,1,,,20,12/22/2020 7:00,4690,86,11,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",11,6,96.0,12/22/2020,1,20,12/22/2020 7:00
1191,7,12/20/2020,2,2,1/9/2021,BC0280982,1,,,20,12/22/2020 7:00,4691,184,6,Shipping carton (Brown) 305x305x305mm,6,7,47.5,12/22/2020,1,20,12/22/2020 7:00
1191,7,12/20/2020,2,2,1/9/2021,BC0280982,1,,,20,12/22/2020 7:00,4692,193,5,Black and orange glass with care despatch tape 48mmx75m,5,7,38.4,12/22/2020,1,20,12/22/2020 7:00
1191,7,12/20/2020,2,2,1/9/2021,BC0280982,1,,,20,12/22/2020 7:00,4693,204,4,Tape dispenser (Red),4,7,170.0,12/22/2020,1,20,12/22/2020 7:00
1192,4,12/22/2020,7,2,1/11/2021,293092,1,,,5,12/23/2020 7:00,4694,77,1911,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1911,6,84.0,12/23/2020,1,5,12/23/2020 7:00
1192,4,12/22/2020,7,2,1/11/2021,293092,1,,,5,12/23/2020 7:00,4695,78,1940,"""The Gu"" red shirt XML tag t-shirt (White) XS",1940,6,84.0,12/23/2020,1,5,12/23/2020 7:00
1192,4,12/22/2020,7,2,1/11/2021,293092,1,,,5,12/23/2020 7:00,4696,80,892,"""The Gu"" red shirt XML tag t-shirt (White) M",892,6,84.0,12/23/2020,1,5,12/23/2020 7:00
1192,4,12/22/2020,7,2,1/11/2021,293092,1,,,5,12/23/2020 7:00,4697,86,1919,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",1919,6,96.0,12/23/2020,1,5,12/23/2020 7:00
1192,4,12/22/2020,7,2,1/11/2021,293092,1,,,5,12/23/2020 7:00,4698,95,1004,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1004,6,90.0,12/23/2020,1,5,12/23/2020 7:00
1192,4,12/22/2020,7,2,1/11/2021,293092,1,,,5,12/23/2020 7:00,4699,98,1955,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",1955,6,96.0,12/23/2020,1,5,12/23/2020 7:00
